identificador,titulo,municipio_estado,modalidade,modalidade_id,orgao,site_original
DOU-5f02bc17ad2c89948be5,"CONCORRÊNCIA Nº 22/2023","Caieiras [SP]",Concorrência,2,"Prefeitura Municipal de Caieiras",http://www.in.gov.br/web/dou/-/avisos-de-licitacao-533115599
DOU-0a4503c930f643713b1c,"Concorrência nº 3/2023","Pitangueiras [SP]",Concorrência,2,"Prefeitura Municipal de Pitangueiras",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-n-3/2023-534480670
DOU-e78d3ce39c53dcf330f8,"CONCORRÊNCIA Nº 34/2023","São Vicente [SP]",Concorrência,2,"Prefeitura Municipal de São Vicente",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534070879
DOU-0419d3082cdd79a2d661,"CONCORRÊNCIA Nº 35/2023","Praia Grande [SP]",Concorrência,2,"Prefeitura Municipal da Estância Balneária de Praia Grande",http://www.in.gov.br/web/dou/-/aviso-de-licitacaoconcorrencia-n-35/2023-532318836
DOU-a848cc52ec77c0335aa8,"CONCORRÊNCIA Nº 35/2023","São Vicente [SP]",Concorrência,2,"Prefeitura Municipal de São Vicente",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-537726696
DOU-2c955a0fab5d222513d7,"CONCORRÊNCIA Nº 4/2023","São João da Boa Vista [SP]",Concorrência,2,"Prefeitura Municipal de São João da Boa Vista",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534869421
DOU-825f7d12f9eda12a5ec3,"CONCORRÊNCIA Nº 4/2023","Dois Córregos [SP]",Concorrência,2,"Prefeitura Municipal de Dois Córregos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531244388
DOU-ab86ab06341a94cd4fd4,"Concorrência nº 5/2023","Jacareí [SP]",Concorrência,2,"Prefeitura Municipal de Jacareí",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531112098
DOU-6353f334eca2ab8a8872,"Concorrência Nº 6/2023","Artur Nogueira [SP]",Concorrência,2,"Prefeitura Municipal de Artur Nogueira",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-n-6/2023-532382730
DOU-f93830293653eebfdc55,"CONCORRÊNCIA Nº 63/2023","Piracicaba [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE PIRACICABA",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534149896
DOU-7ec8b2c0f8101c8316b6,"Concorrência nº 8/2023","Cordeirópolis [SP]",Concorrência,2,"Prefeitura Municipal de Cordeirópolis",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-535414710
DOU-ba1696b32431b67a15a8,"CONCORRÊNCIA Nº 8/2023","Americana [SP]",Concorrência,2,"Prefeitura Municipal de Americana",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-n-8/2023-533033700
DOU-6e0bb4aa066653fc162a,"CONCORRÊNCIA Nº 9/2023","Catanduva [SP]",Concorrência,2,"Prefeitura Municipal de Catanduva",http://www.in.gov.br/web/dou/-/avisos-de-licitacao-534668869
GRC-SP-2-12023-2002023,"Concorrência Presencial 1/2023","Guaraci [SP]",Concorrência,2,"Prefeitura de Guaraci (SP)",https://www.guaraci.sp.gov.br/portal/editais/0/1/1150/
LZN-SP-2-12023-712023,"Concorrência Presencial 1/2023","Luiziânia [SP]",Concorrência,2,"Prefeitura de Luiziânia (SP)",https://www.luiziania.sp.gov.br/portal/editais/0/1/625/
LURD-SP-2-12024-12024,"Concorrência Presencial 1/2024","Lourdes [SP]",Concorrência,2,"Prefeitura de Lourdes (SP)",https://www.lourdes.sp.gov.br/portal/editais/0/1/380/
LURD-SP-2-22024-22024,"Concorrência Presencial 2/2024","Lourdes [SP]",Concorrência,2,"Prefeitura de Lourdes (SP)",https://www.lourdes.sp.gov.br/portal/editais/0/1/381/
BRRC-SP-2-202023-32752023,"Concorrência Presencial 20/2023","Barra do Chapéu [SP]",Concorrência,2,"Prefeitura de Barra do Chapéu (SP)",https://www.barradochapeu.sp.gov.br/portal/editais/0/1/383/
LURD-SP-2-32024-32024,"Concorrência Presencial 3/2024","Lourdes [SP]",Concorrência,2,"Prefeitura de Lourdes (SP)",https://www.lourdes.sp.gov.br/portal/editais/0/1/382/
VTRT-SP-2-42023-107612022,"Concorrência Presencial 4/2023","Votorantim [SP]",Concorrência,2,"Prefeitura de Votorantim (SP)",https://www.votorantim.sp.gov.br/portal/editais/0/1/3048/
VTRT-SP-2-62023-94312023,"Concorrência Presencial 6/2023","Votorantim [SP]",Concorrência,2,"Prefeitura de Votorantim (SP)",https://www.votorantim.sp.gov.br/portal/editais/0/1/3070/
PRNP-PR-2-62023-28992023,"Concorrência Presencial 6/2023","Paranapanema [SP]",Concorrência,2,"Prefeitura de Paranapanema (SP)",https://www.paranapanema.sp.gov.br/portal/editais/0/1/3289/
ARPI-SP-2-72023-4022023,"Concorrência Presencial 7/2023","Arapeí [SP]",Concorrência,2,"Prefeitura de Arapeí (SP)",https://www.arapei.sp.gov.br/portal/editais/0/1/639/
AMPR-SP-2-0012024,"Concorrência Pública 001/2024","Amparo [SP]",Concorrência,2,"Prefeitura de Amparo (SP)",https://www.amparo.sp.gov.br//transparencia/licitacoes-amparo/concorrencia-publica/concorrencia-publica-0012024
SCDRP-SP-1372-2023,"Concorrência Pública 003/2023","Santa Cruz do Rio Pardo [SP]",Concorrência,2,"Prefeitura de Santa Cruz do Rio Pardo (SP)",https://www.santacruzdoriopardo.sp.gov.br/licitacoes
SCDRP-SP-1379-2023,"Concorrência Pública 004/2023","Santa Cruz do Rio Pardo [SP]",Concorrência,2,"Prefeitura de Santa Cruz do Rio Pardo (SP)",https://www.santacruzdoriopardo.sp.gov.br/licitacoes
ILB-SP-2-0112023,"Concorrência Pública 011/2023","Ilhabela [SP]",Concorrência,2,"Prefeitura de Ilhabela (SP)",https://www.ilhabela.sp.gov.br/licitacao/contratacao-de-empresa-especializada-com-fornecimento-de-material-e-mao-de-obra-para-reforma-e-ampliacao-da-camara-municipal/
ARCT-SP-2-0132023,"Concorrência Pública 013/2023","Araçatuba [SP]",Concorrência,2,"Prefeitura de Araçatuba (SP)",https://aracatuba.sp.gov.br/licitacoes
ARCT-SP-2-0142023,"Concorrência Pública 014/2023","Araçatuba [SP]",Concorrência,2,"Prefeitura de Araçatuba (SP)",https://aracatuba.sp.gov.br/licitacoes
ARCT-SP-2-0152023,"Concorrência Pública 015/2023","Araçatuba [SP]",Concorrência,2,"Prefeitura de Araçatuba (SP)",https://aracatuba.sp.gov.br/licitacoes
ARCT-SP-2-0162023,"Concorrência Pública 016/2023","Araçatuba [SP]",Concorrência,2,"Prefeitura de Araçatuba (SP)",https://aracatuba.sp.gov.br/licitacoes
SJDC-SP-2-0172023,"Concorrência Pública 017/2023/SGAF","São José dos Campos [SP]",Concorrência,2,"Prefeitura de São José dos Campos (SP)","https://servicos.sjc.sp.gov.br/sa/licitacoes/detalhe.aspx?sec=1,2&sit=1&mod=1,2,3,4,5,6,7,8,9,10,11,12,13,14&pag=2&pes="
AMRC-SP-2-0012024,"Concorrencia Publica 1 2024","Americana [SP]",Concorrência,2,"Prefeitura de Americana (SP)",https://transparencia.americana.sp.gov.br/transparencia_index.php?p=licitacao#op01
CBRPL-SP-2-12023,"Concorrência Pública 1/2023","Cabrália Paulista [SP]",Concorrência,2,"Prefeitura de Cabrália Paulista (SP)",https://www.cabralia.sp.gov.br/licitacao/detalhe/243/pspan-stylecolorblackstrongcontratacao-de-empresa-especializada-no-ramo-de-engenharia-para-construcao-de-cobertura-para-a-piscina-do-centro-de-convivencia-dos-idososstrongspanp/
PIDD-SP-2-12024-118082023,"Concorrência Pública 1/2024","Piedade [SP]",Concorrência,2,"Prefeitura de Piedade (SP)",https://www.piedade.sp.gov.br/portal/editais/0/1/2411/
ITRR-SP-2-122023,"Concorrência Pública 12/2023","Itararé [SP]",Concorrência,2,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1039
ITRR-SP-2-132023,"Concorrência Pública 13/2023","Itararé [SP]",Concorrência,2,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1052
ITRR-SP-2-142023,"Concorrência Pública 14/2023","Itararé [SP]",Concorrência,2,"Prefeitura de Itararé (SP)",https://licitacao.itarare.sp.gov.br/en/home/visualizar/1053
CJMR-SP-620,"CONCORRÊNCIA PÚBLICA 15/2023 - 12214/2023","Cajamar [SP]",Concorrência,2,"Prefeitura de Cajamar (SP)",https://licitacao.cajamar.sp.gov.br/edital/620
CJMR-SP-634,"CONCORRÊNCIA PÚBLICA 16/2023 - 15574/2023","Cajamar [SP]",Concorrência,2,"Prefeitura de Cajamar (SP)",https://licitacao.cajamar.sp.gov.br/edital/634
CJMR-SP-635,"CONCORRÊNCIA PÚBLICA 17/2023 - 15573/2023","Cajamar [SP]",Concorrência,2,"Prefeitura de Cajamar (SP)",https://licitacao.cajamar.sp.gov.br/edital/635
ITPVI-SP-1183,"Concorrência pública 19/2023","Itapevi [SP]",Concorrência,2,"Prefeitura de Itapevi (SP)",https://licitacoes.itapevi.sp.gov.br/licitacoes/1183
AMRC-SP-2-0022024,"Concorrencia Publica 2 2024","Americana [SP]",Concorrência,2,"Prefeitura de Americana (SP)",https://transparencia.americana.sp.gov.br/transparencia_index.php?p=licitacao#op01
VRGM-SP-2-22023,"Concorrência Pública 2/2023","Vargem [SP]",Concorrência,2,"Prefeitura de Vargem (SP)",https://www.vargem.sp.gov.br/licitacao/detalhe/510/pspan-stylecolor00000aconcessao-da-exploracao-do-servico-de-transporte-coletivo-urbano-de-passageiros-no-municipio-de-vargem-exclusivamente-na-modalidade-convencionalspanp/
IPTG-SP-2-22023,"Concorrência Pública 2/2023","Itapetininga [SP]",Concorrência,2,"Prefeitura de Itapetininga (SP)",https://www.itapetininga.sp.gov.br/licitacao/detalhe/3402/pcontratacao-de-empresa-para-futura-e-eventual-aquisicao-fabricacao-fornecimento-e-instalacao-de-materiais-em-espacos-publicos-conforme-termo-de-referencia-constante-no-instrumento-convocatorio-sistema-de-registro-de-precos-secretaria-municipal-de-transi
CBRPL-SP-2-22023,"Concorrência Pública 2/2023","Cabrália Paulista [SP]",Concorrência,2,"Prefeitura de Cabrália Paulista (SP)",https://www.cabralia.sp.gov.br/licitacao/detalhe/242/pstrongcontratacao-de-empresa-especializada-para-execucao-da-cobertura-do-patio-da-emeb-prof-ivani-cotobias-maranho-juntamente-com-troca-do-piso-das-salas-de-aula-e-regularizacao-e-nivelamento-do-piso-do-patiostrongp/
ITPVI-SP-1187,"Concorrência pública 20/2023","Itapevi [SP]",Concorrência,2,"Prefeitura de Itapevi (SP)",https://licitacoes.itapevi.sp.gov.br/licitacoes/1187
CJTI-SP-2-202023,"Concorrência Pública 20/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5111/p-styletext-alignjustifystrongcontratacao-de-empresa-especializada-para-construcao-e-ampliacao-de-galpao-para-o-centro-de-eventos-situado-na-rua-aracaju-sn-bairro-bico-do-pato-cajatispstrongp/
CJTI-SP-2-212023,"Concorrência Pública 21/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5114/pcontratacao-de-empresa-especializada-para-construcao-de-cobertura-banheiros-e-pavimento-no-patio-da-cultura-situado-na-av-luiz-de-lima-esquina-com-a-av-fernando-costa-centro-cajatispnbspp/
ITPVI-SP-1195,"Concorrência pública 21/2023","Itapevi [SP]",Concorrência,2,"Prefeitura de Itapevi (SP)",https://licitacoes.itapevi.sp.gov.br/licitacoes/1195
BRTG-SP-2-232023,"CONCORRÊNCIA PÚBLICA 23/2023","Bertioga [SP]",Concorrência,2,"Prefeitura de Bertioga (SP)",https://www.bertioga.sp.gov.br/concorrencia-publica-no-23-2023-processo-no-11-368-2023-objeto-contratacao-de-empresa-especializada-para-para-execucao-de-infra-estrutura-urbana-nas-vias-do-nucleo-vila-tupy-convenio-com
BRTG-SP-2-242023,"CONCORRÊNCIA PÚBLICA 24/2023","Bertioga [SP]",Concorrência,2,"Prefeitura de Bertioga (SP)",https://www.bertioga.sp.gov.br/concorrencia-publica-no-24-2023-processo-no-11-369-2023-objeto-contratacao-de-empresa-especializada-para-para-execucao-de-urbanizacao-da-orla-da-praia-de-boraceia-fase-01-convenio-dadetu
TMB-SP-2-272023,"Concorrência Pública 27/2023","Tremembé [SP]",Concorrência,2,"Prefeitura de Tremembé (SP)",https://tremembe.sp.gov.br/?p=50113
CJT-SP-2-272023,"Concorrência Pública 27/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5195/pcontratacao-de-empresa-especializada-para-execucao-de-manutencao-civil-e-hidraulica-eletrica-e-de-redes-telefonicalogica-nas-diversas-unidades-de-saude-do-municipio-de-cajatisp-e-execucao-de-servicos-de-manutencao-nas-areas-civil-hidraulica-eletrica-e-de-rede
CJTI-SP-2-272023,"Concorrência Pública 27/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5195/pcontratacao-de-empresa-especializada-para-execucao-de-manutencao-civil-e-hidraulica-eletrica-e-de-redes-telefonicalogica-nas-diversas-unidades-de-saude-do-municipio-de-cajatisp-e-execucao-de-servicos-de-manutencao-nas-areas-civil-hidraulica-eletrica-e-de-rede
AMRC-SP-2-0032024,"Concorrencia Publica 3 2024","Americana [SP]",Concorrência,2,"Prefeitura de Americana (SP)",https://transparencia.americana.sp.gov.br/transparencia_index.php?p=licitacao#op01
DVN-SP-2-32023,"Concorrência Pública 3/2023","Divinolândia [SP]",Concorrência,2,"Prefeitura de Divinolândia (SP)",https://www.divinolandia.sp.gov.br/licitacao/detalhe/282/pcontratacao-de-empresa-especializada-para-adequacao-e-pavimentacao-do-trecho-da-dvl-029-morro-do-cristo-no-total-de-2235-kmp/
LCLA-SP-2-32023,"Concorrência Pública 3/2023","Lucélia [SP]",Concorrência,2,"Prefeitura de Lucélia (SP)",https://www.lucelia.sp.gov.br/licitacao/detalhe/234821/pconcessao-de-direito-real-de-uso-onerosa-de-imoveis-constantes-do-patrimonio-municipal-localizados-no-municipio-de-lucelia-destinado-a-exploracao-de-atividades-comerciais-e-prestacao-de-servicos-no-prazo-determinado-de-10-dez-anos-prorrogavel-por-igual-per
GARA-SP-2-32023-3732023,"Concorrência Pública 3/2023","Guaíra [SP]",Concorrência,2,"Prefeitura de Guaíra (SP)",https://www.guaira.sp.gov.br/licitacao/detalhe/12002/pcontratacao-de-empresa-especializada-em-servicos-de-engenharia-para-reforma-e-amplicacao-da-emef-vicencina-aparecida-vaccaro-morsoletop/
IGDT-SP-2-32023-1122023,"Concorrência Pública 3/2023","Igaraçu do Tietê [SP]",Concorrência,2,"Prefeitura de Igaraçu do Tietê (SP)",https://www.igaracudotiete.sp.gov.br/portal/editais/0/1/1649/
VTRT-SP-2-32023-77882023,"Concorrência Pública 3/2023","Votorantim [SP]",Concorrência,2,"Prefeitura de Votorantim (SP)",https://www.votorantim.sp.gov.br/portal/editais/0/1/2988/
JQRP-SP-2-32023-1592023,"Concorrência Pública 3/2023","Junqueirópolis [SP]",Concorrência,2,"Prefeitura de Junqueirópolis (SP)",https://www.junqueiropolis.sp.gov.br/portal/editais/0/1/3620/
CJT-SP-2-312023,"Concorrência Pública 31/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5164/pstrongcontratacao-de-empresa-especializada-para-construcao-do-creas-centro-de-referencia-especializado-de-assistencia-social-no-acesso-da-rua-napolis-sn-bairro-vila-antunes-cajatispstrongp/
CJTI-SP-2-312023,"Concorrência Pública 31/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5164/pstrongcontratacao-de-empresa-especializada-para-construcao-do-creas-centro-de-referencia-especializado-de-assistencia-social-no-acesso-da-rua-napolis-sn-bairro-vila-antunes-cajatispstrongp/
CJT-SP-2-322023,"Concorrência Pública 32/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5172/pstrongcontratacao-de-empresa-especializada-para-a-execucao-de-pintura-e-adequacao-de-cobertura-da-em-prof-francisco-jose-de-lima-junior-situada-na-rua-roma-n-426-bairro-vila-antunes-cajatispstrongp/
CJTI-SP-2-322023,"Concorrência Pública 32/2023","Cajati [SP]",Concorrência,2,"Prefeitura de Cajati (SP)",https://www.cajati.sp.gov.br/licitacao/detalhe/5172/pstrongcontratacao-de-empresa-especializada-para-a-execucao-de-pintura-e-adequacao-de-cobertura-da-em-prof-francisco-jose-de-lima-junior-situada-na-rua-roma-n-426-bairro-vila-antunes-cajatispstrongp/
VLTG-SP-2-42023-1752023,"Concorrência Pública 4/2023","Valentim Gentil [SP]",Concorrência,2,"Prefeitura de Valentim Gentil (SP)",https://www.valentimgentil.sp.gov.br/portal/editais/0/1/1910/
MCC-SP-2-42023,"Concorrência Pública 4/2023","Mococa [SP]",Concorrência,2,"Prefeitura de Mococa (SP)",https://www.mococa.sp.gov.br/licitacao/detalhe/1168/palienacao-de-03-tres-imoveis-do-sistema-de-recreio-do-loteamento-denominado-chacaras-bela-vista-de-propriedade-da-prefeitura-municipal-de-mococa-descritos-na-lei-complementar-n-6062023p/
GARA-SP-2-42023-3712023,"Concorrência Pública 4/2023","Guaíra [SP]",Concorrência,2,"Prefeitura de Guaíra (SP)",https://www.guaira.sp.gov.br/licitacao/detalhe/12003/pcontratacao-de-empresa-especializada-em-servicos-de-engenharia-para-construcao-de-creche-padrao-fnde-no-bairro-jardim-california-conforme-termo-de-compromisso-celebrado-com-o-estado-de-sao-paulo-atraves-do-processo-n-seduc-prc-2023-00638-dnp/
TQR-SP-2-42023-942023,"Concorrência Pública 4/2023","Taquaral [SP]",Concorrência,2,"Prefeitura de Taquaral (SP)",https://www.taquaral.sp.gov.br/portal/editais/0/1/821/
AVNDV-SP-2-62023-1192023,"Concorrência Pública 6/2023","Avanhandava [SP]",Concorrência,2,"Prefeitura de Avanhandava (SP)",https://www.avanhandava.sp.gov.br/portal/editais/0/1/1034/
SRQ-RS-2-72023-2292023,"Concorrência Pública 7/2023","São Roque [SP]",Concorrência,2,"Prefeitura de São Roque (SP)",https://www.saoroque.sp.gov.br/portal/editais/0/1/2660/
SRQ-RS-2-82023-2332023,"Concorrência Pública 8/2023","São Roque [SP]",Concorrência,2,"Prefeitura de São Roque (SP)",https://www.saoroque.sp.gov.br/portal/editais/0/1/2663/
SRQ-RS-2-92023-2342023,"Concorrência Pública 9/2023","São Roque [SP]",Concorrência,2,"Prefeitura de São Roque (SP)",https://www.saoroque.sp.gov.br/portal/editais/0/1/2664/
DOU-dd2544cccd8f29321ddf,"Concorrência Pública n.º 023/2023","Sorocaba [SP]",Concorrência,2,"Prefeitura Municipal de Sorocaba",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-532316811
DOU-0528381d660e014363e8,"Concorrência Pública n.º 029/2021","Sorocaba [SP]",Concorrência,2,"Prefeitura Municipal de Sorocaba",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-535006441
DOU-c6279eb3be8077a87690,"Concorrência Pública nº 003/2023","Salto Grande [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE SALTO GRANDE",http://www.in.gov.br/web/dou/-/avisos-de-licitacao-533195962
DOU-d65d98eac1baed284ed8,"CONCORRÊNCIA PÚBLICA Nº 005/2023","Ribeirão Pires [SP]",Concorrência,2,"Prefeitura Municipal da Estância Turística de Ribeirão Pires",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534803590
MGGA-SP-2-0062023,"Concorrência Pública nº 006/2023","Mongaguá [SP]",Concorrência,2,"Prefeitura de Mongaguá (SP)",https://mongagua.sp.gov.br/transparencia/licitacao/edital-concorrencia-publica-n-0062023
BRB-SP-2-0102023,"CONCORRÊNCIA PÚBLICA Nº 010/2023","Barra Bonita [SP]",Concorrência,2,"Prefeitura de Barra Bonita (SP)",https://barrabonita.sp.gov.br/transparencia/editais-e-licitacoes
BRB-SP-2-0112023,"CONCORRÊNCIA PÚBLICA Nº 011/2023","Barra Bonita [SP]",Concorrência,2,"Prefeitura de Barra Bonita (SP)",https://barrabonita.sp.gov.br/transparencia/editais-e-licitacoes
BRB-SP-2-0122023,"CONCORRÊNCIA PÚBLICA Nº 012/2023","Barra Bonita [SP]",Concorrência,2,"Prefeitura de Barra Bonita (SP)",https://barrabonita.sp.gov.br/transparencia/editais-e-licitacoes
BRB-SP-2-0132023,"CONCORRÊNCIA PÚBLICA Nº 013/2023","Barra Bonita [SP]",Concorrência,2,"Prefeitura de Barra Bonita (SP)",https://barrabonita.sp.gov.br/transparencia/editais-e-licitacoes
BRB-SP-2-0142023,"CONCORRÊNCIA PÚBLICA Nº 014/2023","Barra Bonita [SP]",Concorrência,2,"Prefeitura de Barra Bonita (SP)",https://barrabonita.sp.gov.br/transparencia/editais-e-licitacoes
DOU-00b74ee55cedaa40c817,"Concorrência Pública nº 04/2023","Taquaral [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE TAQUARAL",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531614784
DOU-9f2d0e668e9be169ac28,"Concorrência Pública nº 04/2023","Bebedouro [SP]",Concorrência,2,"Prefeitura Municipal de Bebedouro",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534777622
DOU-f048f689aca6578312b5,"CONCORRÊNCIA PÚBLICA Nº 1/2023","Três Fronteiras [SP]",Concorrência,2,"Prefeitura Municipal de Três Fronteiras",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534530233
DOU-cd01f4eb3c40fa229565,"CONCORRÊNCIA PÚBLICA Nº 1/2024","Lourdes [SP]",Concorrência,2,"Prefeitura Municipal de Lourdes",http://www.in.gov.br/web/dou/-/avisos-de-licitacao-538165535
DOU-8c9a4e894d02c078d429,"Concorrência Pública nº 1/2024","Adolfo [SP]",Concorrência,2,"Prefeitura Municipal de Adolfo",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-publica-n-1/2024-536702880
DOU-0de5609ac655ff08902a,"CONCORRÊNCIA PÚBLICA Nº 1/2024","Ferraz de Vasconcelos [SP]",Concorrência,2,"Prefeitura Municipal de Ferraz de Vasconcelos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-538014907
DOU-6af0e5138b8bb0f42824,"CONCORRÊNCIA PÚBLICA Nº 11/2023","Itararé [SP]",Concorrência,2,"Prefeitura Municipal de Itararé",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-publica-n-11/2023-532859953
DOU-f2efcf0c8040f947a02d,"CONCORRÊNCIA PÚBLICA Nº 11/23","Tremembé [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DA ESTÂNCIA TURÍSTICA DE TREMEMBÉ",http://www.in.gov.br/web/dou/-/avisos-de-licitacoes-535711987
